"date","drawdown_pct"
"2020-04-06","-0.23564217299656077808"
"2020-04-01","-0.23461133882259059088"
"2020-04-02","-0.23388588632159309369"
"2020-04-03","-0.22980028478586293768"
"2020-03-31","-0.22739308643766549385"
